,Audience Type,Fiscal Quarter,Fiscal Week Year,Country,BU,Audience ID Exists,Segment ID
1383,1PD,2024-Q4,2024-W40,France,CSB,No ID,1
1384,1PD,2024-Q4,2024-W40,Germany,B2B,No ID,1
1385,1PD,2024-Q4,2024-W40,Germany,CSB,No ID,1
1386,1PD,2024-Q4,2024-W40,India,B2B,No ID,1
1387,1PD,2024-Q4,2024-W40,India,CSB,No ID,1
1388,1PD,2024-Q4,2024-W40,Italy,B2B,No ID,1
1389,1PD,2024-Q4,2024-W40,Japan,B2B,No ID,1
1390,1PD,2024-Q4,2024-W40,Japan,CSB,No ID,1
1391,1PD,2024-Q4,2024-W40,Malaysia,CSB,No ID,1
1392,1PD,2024-Q4,2024-W40,Netherlands,CSB,No ID,1
1393,1PD,2024-Q4,2024-W40,New Zealand,CSB,No ID,1
1394,1PD,2024-Q4,2024-W40,Singapore,B2B,No ID,1
1395,1PD,2024-Q4,2024-W40,Singapore,CSB,No ID,1
1396,1PD,2024-Q4,2024-W40,Spain,CSB,No ID,1
1397,1PD,2024-Q4,2024-W40,Switzerland,CSB,No ID,1
1398,1PD,2024-Q4,2024-W40,United Kingdom,B2B,No ID,1
1399,1PD,2024-Q4,2024-W40,United Kingdom,CSB,No ID,1
1400,1PD,2024-Q4,2024-W40,United States,B2B,Have ID,17
1401,1PD,2024-Q4,2024-W40,United States,B2B,No ID,1
1402,1PD,2024-Q4,2024-W40,United States,CSB,Have ID,29
1403,1PD,2024-Q4,2024-W40,United States,CSB,No ID,1
1404,1PD,2024-Q4,2024-W41,Australia,B2B,Have ID,3
1405,1PD,2024-Q4,2024-W41,Australia,B2B,No ID,1
1406,1PD,2024-Q4,2024-W41,Australia,CSB,Have ID,2
1407,1PD,2024-Q4,2024-W41,Australia,CSB,No ID,1
1408,1PD,2024-Q4,2024-W41,Canada,B2B,No ID,1
1409,1PD,2024-Q4,2024-W41,Canada,CSB,Have ID,10
1410,1PD,2024-Q4,2024-W41,Canada,CSB,No ID,1
1411,1PD,2024-Q4,2024-W41,France,B2B,No ID,1
1412,1PD,2024-Q4,2024-W41,France,CSB,Have ID,1
1413,1PD,2024-Q4,2024-W41,France,CSB,No ID,1
1414,1PD,2024-Q4,2024-W41,Germany,B2B,No ID,1
1415,1PD,2024-Q4,2024-W41,Germany,CSB,No ID,1
1416,1PD,2024-Q4,2024-W41,India,B2B,Have ID,3
1417,1PD,2024-Q4,2024-W41,India,B2B,No ID,1
1418,1PD,2024-Q4,2024-W41,India,CSB,No ID,1
1419,1PD,2024-Q4,2024-W41,Italy,B2B,No ID,1
1420,1PD,2024-Q4,2024-W41,Japan,B2B,Have ID,3
1421,1PD,2024-Q4,2024-W41,Japan,B2B,No ID,1
1422,1PD,2024-Q4,2024-W41,Japan,CSB,No ID,1
1423,1PD,2024-Q4,2024-W41,Malaysia,CSB,No ID,1
1424,1PD,2024-Q4,2024-W41,Netherlands,CSB,No ID,1
1425,1PD,2024-Q4,2024-W41,New Zealand,CSB,No ID,1
1426,1PD,2024-Q4,2024-W41,Singapore,B2B,No ID,1
1427,1PD,2024-Q4,2024-W41,Singapore,CSB,No ID,1
1428,1PD,2024-Q4,2024-W41,Spain,CSB,No ID,1
1429,1PD,2024-Q4,2024-W41,Sweden,CSB,No ID,1
1430,1PD,2024-Q4,2024-W41,Switzerland,CSB,No ID,1
1431,1PD,2024-Q4,2024-W41,United Kingdom,B2B,No ID,1
1432,1PD,2024-Q4,2024-W41,United Kingdom,CSB,No ID,1
1433,1PD,2024-Q4,2024-W41,United States,B2B,Have ID,17
1434,1PD,2024-Q4,2024-W41,United States,B2B,No ID,1
1435,1PD,2024-Q4,2024-W41,United States,CSB,Have ID,32
1436,1PD,2024-Q4,2024-W41,United States,CSB,No ID,1
1437,1PD,2024-Q4,2024-W42,Australia,B2B,Have ID,2
1438,1PD,2024-Q4,2024-W42,Australia,B2B,No ID,1
1439,1PD,2024-Q4,2024-W42,Australia,CSB,Have ID,2
1440,1PD,2024-Q4,2024-W42,Australia,CSB,No ID,1
1441,1PD,2024-Q4,2024-W42,Canada,B2B,No ID,1
1442,1PD,2024-Q4,2024-W42,Canada,CSB,Have ID,9
1443,1PD,2024-Q4,2024-W42,Canada,CSB,No ID,1
1444,1PD,2024-Q4,2024-W42,France,B2B,No ID,1
1445,1PD,2024-Q4,2024-W42,France,CSB,Have ID,1
1446,1PD,2024-Q4,2024-W42,France,CSB,No ID,1
1447,1PD,2024-Q4,2024-W42,Germany,B2B,No ID,1
1448,1PD,2024-Q4,2024-W42,Germany,CSB,No ID,1
1449,1PD,2024-Q4,2024-W42,India,B2B,Have ID,2
1450,1PD,2024-Q4,2024-W42,India,B2B,No ID,1
1451,1PD,2024-Q4,2024-W42,India,CSB,No ID,1
1452,1PD,2024-Q4,2024-W42,Italy,B2B,No ID,1
1453,1PD,2024-Q4,2024-W42,Japan,B2B,Have ID,3
1454,1PD,2024-Q4,2024-W42,Japan,B2B,No ID,1
1455,1PD,2024-Q4,2024-W42,Japan,CSB,No ID,1
1456,1PD,2024-Q4,2024-W42,Malaysia,B2B,No ID,1
1457,1PD,2024-Q4,2024-W42,Malaysia,CSB,No ID,1
1458,1PD,2024-Q4,2024-W42,Netherlands,CSB,No ID,1
1459,1PD,2024-Q4,2024-W42,New Zealand,CSB,No ID,1
1460,1PD,2024-Q4,2024-W42,Singapore,B2B,No ID,1
1461,1PD,2024-Q4,2024-W42,Singapore,CSB,No ID,1
1462,1PD,2024-Q4,2024-W42,Spain,CSB,No ID,1
1463,1PD,2024-Q4,2024-W42,Switzerland,CSB,No ID,1
1464,1PD,2024-Q4,2024-W42,United Kingdom,B2B,No ID,1
1465,1PD,2024-Q4,2024-W42,United Kingdom,CSB,No ID,1
1466,1PD,2024-Q4,2024-W42,United States,B2B,Have ID,17
1467,1PD,2024-Q4,2024-W42,United States,B2B,No ID,1
1468,1PD,2024-Q4,2024-W42,United States,CSB,Have ID,32
1469,1PD,2024-Q4,2024-W42,United States,CSB,No ID,1
1470,1PD,2024-Q4,2024-W43,Australia,B2B,Have ID,3
1471,1PD,2024-Q4,2024-W43,Australia,B2B,No ID,1
1472,1PD,2024-Q4,2024-W43,Australia,CSB,Have ID,2
1473,1PD,2024-Q4,2024-W43,Australia,CSB,No ID,1
1474,1PD,2024-Q4,2024-W43,Canada,B2B,No ID,1
1475,1PD,2024-Q4,2024-W43,Canada,CSB,Have ID,9
1476,1PD,2024-Q4,2024-W43,Canada,CSB,No ID,1
1477,1PD,2024-Q4,2024-W43,France,B2B,No ID,1
1478,1PD,2024-Q4,2024-W43,France,CSB,Have ID,1
1479,1PD,2024-Q4,2024-W43,France,CSB,No ID,1
1480,1PD,2024-Q4,2024-W43,Germany,B2B,No ID,1
1481,1PD,2024-Q4,2024-W43,Germany,CSB,No ID,1
1482,1PD,2024-Q4,2024-W43,India,B2B,Have ID,3
1483,1PD,2024-Q4,2024-W43,India,B2B,No ID,1
1484,1PD,2024-Q4,2024-W43,Italy,B2B,No ID,1
1485,1PD,2024-Q4,2024-W43,Japan,B2B,Have ID,3
1486,1PD,2024-Q4,2024-W43,Japan,B2B,No ID,1
1487,1PD,2024-Q4,2024-W43,Japan,CSB,No ID,1
1488,1PD,2024-Q4,2024-W43,Malaysia,CSB,No ID,1
1489,1PD,2024-Q4,2024-W43,Netherlands,CSB,No ID,1
1490,1PD,2024-Q4,2024-W43,New Zealand,CSB,No ID,1
1491,1PD,2024-Q4,2024-W43,Singapore,B2B,No ID,1
1492,1PD,2024-Q4,2024-W43,Singapore,CSB,No ID,1
1493,1PD,2024-Q4,2024-W43,Spain,CSB,No ID,1
1494,1PD,2024-Q4,2024-W43,Switzerland,CSB,No ID,1
1495,1PD,2024-Q4,2024-W43,United Kingdom,B2B,No ID,1
1496,1PD,2024-Q4,2024-W43,United Kingdom,CSB,No ID,1
1497,1PD,2024-Q4,2024-W43,United States,B2B,Have ID,17
1498,1PD,2024-Q4,2024-W43,United States,B2B,No ID,1
1499,1PD,2024-Q4,2024-W43,United States,CSB,Have ID,33
1500,1PD,2024-Q4,2024-W43,United States,CSB,No ID,1
1501,1PD,2024-Q4,2024-W44,Australia,B2B,Have ID,3
1502,1PD,2024-Q4,2024-W44,Australia,B2B,No ID,1
1503,1PD,2024-Q4,2024-W44,Australia,CSB,Have ID,10
1504,1PD,2024-Q4,2024-W44,Australia,CSB,No ID,1
1505,1PD,2024-Q4,2024-W44,Canada,B2B,No ID,1
1506,1PD,2024-Q4,2024-W44,Canada,CSB,Have ID,8
1507,1PD,2024-Q4,2024-W44,Canada,CSB,No ID,1
1508,1PD,2024-Q4,2024-W44,France,B2B,No ID,1
1509,1PD,2024-Q4,2024-W44,France,CSB,Have ID,1
1510,1PD,2024-Q4,2024-W44,France,CSB,No ID,1
1511,1PD,2024-Q4,2024-W44,Germany,B2B,No ID,1
1512,1PD,2024-Q4,2024-W44,Germany,CSB,No ID,1
1513,1PD,2024-Q4,2024-W44,India,B2B,Have ID,3
1514,1PD,2024-Q4,2024-W44,India,B2B,No ID,1
1515,1PD,2024-Q4,2024-W44,Italy,B2B,No ID,1
1516,1PD,2024-Q4,2024-W44,Japan,B2B,Have ID,3
1517,1PD,2024-Q4,2024-W44,Japan,B2B,No ID,1
1518,1PD,2024-Q4,2024-W44,Japan,CSB,No ID,1
1519,1PD,2024-Q4,2024-W44,Malaysia,CSB,No ID,1
1520,1PD,2024-Q4,2024-W44,Netherlands,CSB,No ID,1
1521,1PD,2024-Q4,2024-W44,New Zealand,CSB,No ID,1
1522,1PD,2024-Q4,2024-W44,Singapore,B2B,No ID,1
1523,1PD,2024-Q4,2024-W44,Singapore,CSB,No ID,1
1524,1PD,2024-Q4,2024-W44,Spain,CSB,No ID,1
1525,1PD,2024-Q4,2024-W44,Switzerland,CSB,No ID,1
1526,1PD,2024-Q4,2024-W44,United Kingdom,B2B,No ID,1
1527,1PD,2024-Q4,2024-W44,United Kingdom,CSB,No ID,1
1528,1PD,2024-Q4,2024-W44,United States,B2B,Have ID,16
1529,1PD,2024-Q4,2024-W44,United States,B2B,No ID,1
1530,1PD,2024-Q4,2024-W44,United States,CSB,Have ID,31
1531,1PD,2024-Q4,2024-W44,United States,CSB,No ID,1
1532,1PD,2024-Q4,2024-W45,Australia,B2B,Have ID,3
1533,1PD,2024-Q4,2024-W45,Australia,B2B,No ID,1
1534,1PD,2024-Q4,2024-W45,Australia,CSB,Have ID,10
1535,1PD,2024-Q4,2024-W45,Australia,CSB,No ID,1
1536,1PD,2024-Q4,2024-W45,Canada,B2B,No ID,1
1537,1PD,2024-Q4,2024-W45,Canada,CSB,Have ID,8
1538,1PD,2024-Q4,2024-W45,Canada,CSB,No ID,1
1539,1PD,2024-Q4,2024-W45,France,B2B,No ID,1
1540,1PD,2024-Q4,2024-W45,France,CSB,Have ID,1
1541,1PD,2024-Q4,2024-W45,France,CSB,No ID,1
1542,1PD,2024-Q4,2024-W45,Germany,B2B,No ID,1
1543,1PD,2024-Q4,2024-W45,Germany,CSB,No ID,1
1544,1PD,2024-Q4,2024-W45,India,B2B,Have ID,3
1545,1PD,2024-Q4,2024-W45,India,B2B,No ID,1
1546,1PD,2024-Q4,2024-W45,Italy,B2B,No ID,1
1547,1PD,2024-Q4,2024-W45,Japan,B2B,Have ID,3
1548,1PD,2024-Q4,2024-W45,Japan,B2B,No ID,1
1549,1PD,2024-Q4,2024-W45,Japan,CSB,No ID,1
1550,1PD,2024-Q4,2024-W45,Malaysia,B2B,No ID,1
1551,1PD,2024-Q4,2024-W45,Malaysia,CSB,No ID,1
1552,1PD,2024-Q4,2024-W45,Netherlands,CSB,No ID,1
1553,1PD,2024-Q4,2024-W45,New Zealand,CSB,No ID,1
1554,1PD,2024-Q4,2024-W45,Singapore,B2B,No ID,1
1555,1PD,2024-Q4,2024-W45,Singapore,CSB,No ID,1
1556,1PD,2024-Q4,2024-W45,Spain,CSB,No ID,1
1557,1PD,2024-Q4,2024-W45,Switzerland,CSB,No ID,1
1558,1PD,2024-Q4,2024-W45,United Kingdom,B2B,No ID,1
1559,1PD,2024-Q4,2024-W45,United Kingdom,CSB,No ID,1
1560,1PD,2024-Q4,2024-W45,United States,B2B,Have ID,15
1561,1PD,2024-Q4,2024-W45,United States,B2B,No ID,1
1562,1PD,2024-Q4,2024-W45,United States,CSB,Have ID,31
1563,1PD,2024-Q4,2024-W45,United States,CSB,No ID,1
1564,1PD,2024-Q4,2024-W46,Australia,B2B,Have ID,3
1565,1PD,2024-Q4,2024-W46,Australia,B2B,No ID,1
1566,1PD,2024-Q4,2024-W46,Australia,CSB,Have ID,10
1567,1PD,2024-Q4,2024-W46,Australia,CSB,No ID,1
1568,1PD,2024-Q4,2024-W46,Brazil,CSB,No ID,1
1569,1PD,2024-Q4,2024-W46,Canada,B2B,No ID,1
1570,1PD,2024-Q4,2024-W46,Canada,CSB,Have ID,8
1571,1PD,2024-Q4,2024-W46,Canada,CSB,No ID,1
1572,1PD,2024-Q4,2024-W46,France,B2B,No ID,1
1573,1PD,2024-Q4,2024-W46,France,CSB,Have ID,1
1574,1PD,2024-Q4,2024-W46,France,CSB,No ID,1
1575,1PD,2024-Q4,2024-W46,Germany,B2B,No ID,1
1576,1PD,2024-Q4,2024-W46,Germany,CSB,No ID,1
1577,1PD,2024-Q4,2024-W46,India,B2B,Have ID,3
1578,1PD,2024-Q4,2024-W46,India,B2B,No ID,1
1579,1PD,2024-Q4,2024-W46,India,CSB,No ID,1
1580,1PD,2024-Q4,2024-W46,Italy,B2B,No ID,1
1581,1PD,2024-Q4,2024-W46,Japan,B2B,Have ID,3
1582,1PD,2024-Q4,2024-W46,Japan,B2B,No ID,1
1583,1PD,2024-Q4,2024-W46,Japan,CSB,No ID,1
1584,1PD,2024-Q4,2024-W46,Malaysia,B2B,No ID,1
1585,1PD,2024-Q4,2024-W46,Malaysia,CSB,No ID,1
1586,1PD,2024-Q4,2024-W46,Netherlands,CSB,No ID,1
1587,1PD,2024-Q4,2024-W46,New Zealand,CSB,No ID,1
1588,1PD,2024-Q4,2024-W46,Singapore,B2B,No ID,1
1589,1PD,2024-Q4,2024-W46,Singapore,CSB,No ID,1
1590,1PD,2024-Q4,2024-W46,Spain,CSB,No ID,1
1591,1PD,2024-Q4,2024-W46,Switzerland,CSB,No ID,1
1592,1PD,2024-Q4,2024-W46,United Kingdom,B2B,No ID,1
1593,1PD,2024-Q4,2024-W46,United Kingdom,CSB,No ID,1
1594,1PD,2024-Q4,2024-W46,United States,B2B,Have ID,14
1595,1PD,2024-Q4,2024-W46,United States,B2B,No ID,1
1596,1PD,2024-Q4,2024-W46,United States,CSB,Have ID,30
1597,1PD,2024-Q4,2024-W46,United States,CSB,No ID,1
1598,1PD,2024-Q4,2024-W47,Australia,B2B,Have ID,3
1599,1PD,2024-Q4,2024-W47,Australia,B2B,No ID,1
1600,1PD,2024-Q4,2024-W47,Australia,CSB,Have ID,9
1601,1PD,2024-Q4,2024-W47,Australia,CSB,No ID,1
1602,1PD,2024-Q4,2024-W47,Brazil,CSB,No ID,1
1603,1PD,2024-Q4,2024-W47,Canada,B2B,No ID,1
1604,1PD,2024-Q4,2024-W47,Canada,CSB,Have ID,8
1605,1PD,2024-Q4,2024-W47,Canada,CSB,No ID,1
1606,1PD,2024-Q4,2024-W47,France,B2B,No ID,1
1607,1PD,2024-Q4,2024-W47,France,CSB,Have ID,1
1608,1PD,2024-Q4,2024-W47,France,CSB,No ID,1
1609,1PD,2024-Q4,2024-W47,Germany,B2B,No ID,1
1610,1PD,2024-Q4,2024-W47,Germany,CSB,No ID,1
1611,1PD,2024-Q4,2024-W47,India,B2B,Have ID,3
1612,1PD,2024-Q4,2024-W47,India,B2B,No ID,1
1613,1PD,2024-Q4,2024-W47,Japan,B2B,Have ID,3
1614,1PD,2024-Q4,2024-W47,Japan,B2B,No ID,1
1615,1PD,2024-Q4,2024-W47,Japan,CSB,No ID,1
1616,1PD,2024-Q4,2024-W47,Malaysia,B2B,No ID,1
1617,1PD,2024-Q4,2024-W47,Malaysia,CSB,No ID,1
1618,1PD,2024-Q4,2024-W47,Netherlands,CSB,No ID,1
1619,1PD,2024-Q4,2024-W47,New Zealand,CSB,No ID,1
1620,1PD,2024-Q4,2024-W47,Singapore,B2B,No ID,1
1621,1PD,2024-Q4,2024-W47,Singapore,CSB,No ID,1
1622,1PD,2024-Q4,2024-W47,Spain,CSB,No ID,1
1623,1PD,2024-Q4,2024-W47,Switzerland,CSB,No ID,1
1624,1PD,2024-Q4,2024-W47,United Kingdom,B2B,No ID,1
1625,1PD,2024-Q4,2024-W47,United Kingdom,CSB,No ID,1
1626,1PD,2024-Q4,2024-W47,United States,B2B,Have ID,15
1627,1PD,2024-Q4,2024-W47,United States,B2B,No ID,1
1628,1PD,2024-Q4,2024-W47,United States,CSB,Have ID,30
1629,1PD,2024-Q4,2024-W47,United States,CSB,No ID,1
1630,1PD,2024-Q4,2024-W48,Australia,B2B,Have ID,3
1631,1PD,2024-Q4,2024-W48,Australia,B2B,No ID,1
1632,1PD,2024-Q4,2024-W48,Australia,CSB,Have ID,10
1633,1PD,2024-Q4,2024-W48,Australia,CSB,No ID,1
1634,1PD,2024-Q4,2024-W48,Brazil,B2B,No ID,1
1635,1PD,2024-Q4,2024-W48,Brazil,CSB,No ID,1
1636,1PD,2024-Q4,2024-W48,Canada,B2B,No ID,1
1637,1PD,2024-Q4,2024-W48,Canada,CSB,Have ID,8
1638,1PD,2024-Q4,2024-W48,Canada,CSB,No ID,1
1639,1PD,2024-Q4,2024-W48,France,B2B,No ID,1
1640,1PD,2024-Q4,2024-W48,France,CSB,Have ID,1
1641,1PD,2024-Q4,2024-W48,France,CSB,No ID,1
1642,1PD,2024-Q4,2024-W48,Germany,B2B,No ID,1
1643,1PD,2024-Q4,2024-W48,Germany,CSB,No ID,1
1644,1PD,2024-Q4,2024-W48,India,B2B,Have ID,3
1645,1PD,2024-Q4,2024-W48,India,B2B,No ID,1
1646,1PD,2024-Q4,2024-W48,Italy,B2B,No ID,1
1647,1PD,2024-Q4,2024-W48,Japan,B2B,Have ID,3
1648,1PD,2024-Q4,2024-W48,Japan,B2B,No ID,1
1649,1PD,2024-Q4,2024-W48,Japan,CSB,No ID,1
1650,1PD,2024-Q4,2024-W48,Malaysia,B2B,No ID,1
1651,1PD,2024-Q4,2024-W48,Malaysia,CSB,No ID,1
1652,1PD,2024-Q4,2024-W48,Netherlands,CSB,No ID,1
1653,1PD,2024-Q4,2024-W48,New Zealand,CSB,No ID,1
1654,1PD,2024-Q4,2024-W48,Singapore,B2B,No ID,1
1655,1PD,2024-Q4,2024-W48,Singapore,CSB,No ID,1
1656,1PD,2024-Q4,2024-W48,Spain,CSB,No ID,1
1657,1PD,2024-Q4,2024-W48,Switzerland,CSB,No ID,1
1658,1PD,2024-Q4,2024-W48,United Kingdom,B2B,No ID,1
1659,1PD,2024-Q4,2024-W48,United Kingdom,CSB,No ID,1
1660,1PD,2024-Q4,2024-W48,United States,B2B,Have ID,15
1661,1PD,2024-Q4,2024-W48,United States,B2B,No ID,1
1662,1PD,2024-Q4,2024-W48,United States,CSB,Have ID,30
1663,1PD,2024-Q4,2024-W48,United States,CSB,No ID,1
1664,1PD,2024-Q4,2024-W49,Australia,B2B,Have ID,3
1665,1PD,2024-Q4,2024-W49,Australia,B2B,No ID,1
1666,1PD,2024-Q4,2024-W49,Australia,CSB,Have ID,9
1667,1PD,2024-Q4,2024-W49,Australia,CSB,No ID,1
1668,1PD,2024-Q4,2024-W49,Brazil,B2B,No ID,1
1669,1PD,2024-Q4,2024-W49,Brazil,CSB,No ID,1
1670,1PD,2024-Q4,2024-W49,Canada,B2B,No ID,1
1671,1PD,2024-Q4,2024-W49,Canada,CSB,Have ID,8
1672,1PD,2024-Q4,2024-W49,Canada,CSB,No ID,1
1673,1PD,2024-Q4,2024-W49,France,B2B,No ID,1
1674,1PD,2024-Q4,2024-W49,France,CSB,Have ID,1
1675,1PD,2024-Q4,2024-W49,France,CSB,No ID,1
1676,1PD,2024-Q4,2024-W49,Germany,B2B,No ID,1
1677,1PD,2024-Q4,2024-W49,Germany,CSB,No ID,1
1678,1PD,2024-Q4,2024-W49,India,B2B,Have ID,3
1679,1PD,2024-Q4,2024-W49,India,B2B,No ID,1
1680,1PD,2024-Q4,2024-W49,Italy,B2B,No ID,1
1681,1PD,2024-Q4,2024-W49,Japan,B2B,Have ID,3
1682,1PD,2024-Q4,2024-W49,Japan,B2B,No ID,1
1683,1PD,2024-Q4,2024-W49,Japan,CSB,No ID,1
1684,1PD,2024-Q4,2024-W49,Malaysia,B2B,No ID,1
1685,1PD,2024-Q4,2024-W49,Malaysia,CSB,No ID,1
1686,1PD,2024-Q4,2024-W49,Netherlands,CSB,No ID,1
1687,1PD,2024-Q4,2024-W49,New Zealand,CSB,No ID,1
1688,1PD,2024-Q4,2024-W49,Singapore,B2B,No ID,1
1689,1PD,2024-Q4,2024-W49,Singapore,CSB,No ID,1
1690,1PD,2024-Q4,2024-W49,Spain,CSB,No ID,1
1691,1PD,2024-Q4,2024-W49,Sweden,CSB,No ID,1
1692,1PD,2024-Q4,2024-W49,Switzerland,CSB,No ID,1
1693,1PD,2024-Q4,2024-W49,United Kingdom,B2B,No ID,1
1694,1PD,2024-Q4,2024-W49,United Kingdom,CSB,No ID,1
1695,1PD,2024-Q4,2024-W49,United States,B2B,Have ID,13
1696,1PD,2024-Q4,2024-W49,United States,B2B,No ID,1
1697,1PD,2024-Q4,2024-W49,United States,CSB,Have ID,30
1698,1PD,2024-Q4,2024-W49,United States,CSB,No ID,1
1699,1PD,2024-Q4,2024-W50,Australia,B2B,Have ID,1
1700,1PD,2024-Q4,2024-W50,Australia,B2B,No ID,1
1701,1PD,2024-Q4,2024-W50,Australia,CSB,Have ID,9
1702,1PD,2024-Q4,2024-W50,Australia,CSB,No ID,1
1703,1PD,2024-Q4,2024-W50,Brazil,B2B,No ID,1
1704,1PD,2024-Q4,2024-W50,Brazil,CSB,No ID,1
1705,1PD,2024-Q4,2024-W50,Canada,B2B,No ID,1
1706,1PD,2024-Q4,2024-W50,Canada,CSB,Have ID,7
1707,1PD,2024-Q4,2024-W50,Canada,CSB,No ID,1
1708,1PD,2024-Q4,2024-W50,France,B2B,No ID,1
1709,1PD,2024-Q4,2024-W50,France,CSB,Have ID,1
1710,1PD,2024-Q4,2024-W50,France,CSB,No ID,1
1711,1PD,2024-Q4,2024-W50,Germany,B2B,No ID,1
1712,1PD,2024-Q4,2024-W50,Germany,CSB,No ID,1
1713,1PD,2024-Q4,2024-W50,India,B2B,Have ID,3
1714,1PD,2024-Q4,2024-W50,India,B2B,No ID,1
1715,1PD,2024-Q4,2024-W50,Italy,B2B,No ID,1
1716,1PD,2024-Q4,2024-W50,Japan,B2B,Have ID,3
1717,1PD,2024-Q4,2024-W50,Japan,B2B,No ID,1
1718,1PD,2024-Q4,2024-W50,Japan,CSB,No ID,1
1719,1PD,2024-Q4,2024-W50,Malaysia,B2B,No ID,1
1720,1PD,2024-Q4,2024-W50,Malaysia,CSB,No ID,1
1721,1PD,2024-Q4,2024-W50,Netherlands,CSB,No ID,1
1722,1PD,2024-Q4,2024-W50,New Zealand,CSB,No ID,1
1723,1PD,2024-Q4,2024-W50,Singapore,B2B,No ID,1
1724,1PD,2024-Q4,2024-W50,Singapore,CSB,No ID,1
1725,1PD,2024-Q4,2024-W50,Spain,CSB,No ID,1
1726,1PD,2024-Q4,2024-W50,Switzerland,CSB,No ID,1
1727,1PD,2024-Q4,2024-W50,United Kingdom,B2B,No ID,1
1728,1PD,2024-Q4,2024-W50,United Kingdom,CSB,No ID,1
1729,1PD,2024-Q4,2024-W50,United States,B2B,Have ID,12
1730,1PD,2024-Q4,2024-W50,United States,B2B,No ID,1
1731,1PD,2024-Q4,2024-W50,United States,CSB,Have ID,29
1732,1PD,2024-Q4,2024-W50,United States,CSB,No ID,1
1733,1PD,2024-Q4,2024-W51,Australia,B2B,No ID,1
1734,1PD,2024-Q4,2024-W51,Australia,CSB,Have ID,9
1735,1PD,2024-Q4,2024-W51,Australia,CSB,No ID,1
1736,1PD,2024-Q4,2024-W51,Brazil,CSB,No ID,1
1737,1PD,2024-Q4,2024-W51,Canada,B2B,No ID,1
1738,1PD,2024-Q4,2024-W51,Canada,CSB,Have ID,7
1739,1PD,2024-Q4,2024-W51,Canada,CSB,No ID,1
1740,1PD,2024-Q4,2024-W51,France,B2B,No ID,1
1741,1PD,2024-Q4,2024-W51,France,CSB,Have ID,1
1742,1PD,2024-Q4,2024-W51,France,CSB,No ID,1
1743,1PD,2024-Q4,2024-W51,Germany,B2B,No ID,1
1744,1PD,2024-Q4,2024-W51,Germany,CSB,No ID,1
1745,1PD,2024-Q4,2024-W51,India,B2B,No ID,1
1746,1PD,2024-Q4,2024-W51,Italy,B2B,No ID,1
1747,1PD,2024-Q4,2024-W51,Japan,B2B,Have ID,2
1748,1PD,2024-Q4,2024-W51,Japan,B2B,No ID,1
1749,1PD,2024-Q4,2024-W51,Japan,CSB,No ID,1
1750,1PD,2024-Q4,2024-W51,Malaysia,B2B,No ID,1
1751,1PD,2024-Q4,2024-W51,Malaysia,CSB,No ID,1
1752,1PD,2024-Q4,2024-W51,Netherlands,CSB,No ID,1
1753,1PD,2024-Q4,2024-W51,New Zealand,CSB,No ID,1
1754,1PD,2024-Q4,2024-W51,Singapore,B2B,No ID,1
1755,1PD,2024-Q4,2024-W51,Singapore,CSB,No ID,1
1756,1PD,2024-Q4,2024-W51,Spain,CSB,No ID,1
1757,1PD,2024-Q4,2024-W51,Sweden,CSB,No ID,1
1758,1PD,2024-Q4,2024-W51,Switzerland,CSB,No ID,1
1759,1PD,2024-Q4,2024-W51,United Kingdom,B2B,No ID,1
1760,1PD,2024-Q4,2024-W51,United Kingdom,CSB,No ID,1
1761,1PD,2024-Q4,2024-W51,United States,B2B,Have ID,10
1762,1PD,2024-Q4,2024-W51,United States,B2B,No ID,1
1763,1PD,2024-Q4,2024-W51,United States,CSB,Have ID,29
1764,1PD,2024-Q4,2024-W51,United States,CSB,No ID,1
1765,3PD,2023-Q3,2023-W27,Australia,B2B,No ID,1
1766,3PD,2023-Q3,2023-W27,Australia,CSB,No ID,1
1767,3PD,2023-Q3,2023-W27,Austria,B2B,No ID,1
1768,3PD,2023-Q3,2023-W27,Belgium,B2B,No ID,1
1769,3PD,2023-Q3,2023-W27,Brazil,B2B,No ID,1
1770,3PD,2023-Q3,2023-W27,Canada,B2B,No ID,1
1771,3PD,2023-Q3,2023-W27,Canada,CSB,No ID,1
1772,3PD,2023-Q3,2023-W27,France,B2B,No ID,1
1773,3PD,2023-Q3,2023-W27,France,CSB,No ID,1
1774,3PD,2023-Q3,2023-W27,Germany,B2B,No ID,1
1775,3PD,2023-Q3,2023-W27,Germany,CSB,No ID,1
1776,3PD,2023-Q3,2023-W27,India,B2B,No ID,1
1777,3PD,2023-Q3,2023-W27,India,CSB,No ID,1
1778,3PD,2023-Q3,2023-W27,Ireland,B2B,No ID,1
1779,3PD,2023-Q3,2023-W27,Italy,B2B,No ID,1
1780,3PD,2023-Q3,2023-W27,Japan,B2B,No ID,1
1781,3PD,2023-Q3,2023-W27,Japan,CSB,No ID,1
1782,3PD,2023-Q3,2023-W27,Malaysia,B2B,No ID,1
1783,3PD,2023-Q3,2023-W27,Malaysia,CSB,No ID,1
1784,3PD,2023-Q3,2023-W27,Mexico,B2B,No ID,1
1785,3PD,2023-Q3,2023-W27,Mexico,CSB,No ID,1
1786,3PD,2023-Q3,2023-W27,Netherlands,B2B,No ID,1
1787,3PD,2023-Q3,2023-W27,Netherlands,CSB,No ID,1
1788,3PD,2023-Q3,2023-W27,New Zealand,CSB,No ID,1
